date,value,GPD_per_capita,eu_prod_index
6/19/09,755055.3673,52722.21306,89.3
6/20/09,823562.8517,52722.21306,89.3
6/21/09,833080.1303,52722.21306,89.3
6/22/09,644088.0717,52722.21306,89.3
6/23/09,635823.4879,52722.21306,89.3
6/24/09,650243.7964,52722.21306,89.3
6/25/09,643377.4289,52722.21306,89.3
6/26/09,736556.7909,52722.21306,89.3
6/27/09,845050.0005,52722.21306,89.3
6/28/09,855324.6054,52722.21306,89.3
6/29/09,616518.67,52722.21306,89.3
6/30/09,641527.8806,52722.21306,89.3
7/1/09,640408.7522,52722.21306,89.4
7/2/09,655958.951,52722.21306,89.4
7/3/09,752372.2227,52722.21306,89.4
7/4/09,809642.9387,52722.21306,89.4
7/5/09,854902.119,52722.21306,89.4
7/6/09,623788.2036,52722.21306,89.4
7/7/09,619591.7666,52722.21306,89.4
7/8/09,635631.7829,52722.21306,89.4
7/9/09,627450.2448,52722.21306,89.4
7/10/09,730971.2059,52722.21306,89.4
7/11/09,845591.8481,52722.21306,89.4
7/12/09,799461.1785,52722.21306,89.4
7/13/09,648242.9591,52722.21306,89.4
7/14/09,640151.0922,52722.21306,89.4
7/15/09,619699.2663,52722.21306,89.4
7/16/09,618805.289,52722.21306,89.4
7/17/09,668018.4439,52722.21306,89.4
7/18/09,801531.4809,52722.21306,89.4
7/19/09,815484.8746,52722.21306,89.4
7/20/09,651574.3484,52722.21306,89.4
7/21/09,588722.6665,52722.21306,89.4
7/22/09,616178.105,52722.21306,89.4
7/23/09,611229.0565,52722.21306,89.4
7/24/09,669490.9514,52722.21306,89.4
7/25/09,799919.6161,52722.21306,89.4
7/26/09,775527.1964,52722.21306,89.4
7/27/09,623279.5484,52722.21306,89.4
7/28/09,568639.6445,52722.21306,89.4
7/29/09,577779.7777,52722.21306,89.4
7/30/09,597368.5084,52722.21306,89.4
7/31/09,721297.4088,52722.21306,89.4
8/1/09,780344.8988,52722.21306,89.4
8/2/09,736714.8749,52722.21306,89.4
8/3/09,573576.7378,52722.21306,89.4
8/4/09,593048.0782,52722.21306,89.4
8/5/09,612373.0359,52722.21306,89.4
8/6/09,578598.7291,52722.21306,89.4
8/7/09,684656.3118,52722.21306,89.4
8/8/09,769345.6039,52722.21306,89.4
8/9/09,745738.7631,52722.21306,89.4
8/10/09,624187.025,52722.21306,89.4
8/11/09,596590.5263,52722.21306,89.4
8/12/09,614971.7104,52722.21306,89.4
8/13/09,620810.0343,52722.21306,89.4
8/14/09,700961.1568,52722.21306,89.4
8/15/09,760427.4421,52722.21306,89.4
8/16/09,835050.6125,52722.21306,89.4
8/17/09,616674.6774,52722.21306,89.4
8/18/09,597954.8662,52722.21306,89.4
8/19/09,628672.4215,52722.21306,89.4
8/20/09,603887.4596,52722.21306,89.4
8/21/09,679974.6651,52722.21306,89.4
8/22/09,776254.2166,52722.21306,89.4
8/23/09,759697.6645,52722.21306,89.4
8/24/09,638215.8647,52722.21306,89.4
8/25/09,598379.6724,52722.21306,89.4
8/26/09,603470.42,52722.21306,89.4
8/27/09,601671.913,52722.21306,89.4
8/28/09,689731.4302,52722.21306,89.4
8/29/09,772131.4285,52722.21306,89.4
8/30/09,782048.8344,52722.21306,89.4
8/31/09,601886.5899,52722.21306,89.4
9/1/09,607085.9667,52722.21306,91.6
9/2/09,611212.9052,52722.21306,91.6
9/3/09,638215.125,52722.21306,91.6
9/4/09,695464.0207,52722.21306,91.6
9/5/09,785812.6907,52722.21306,91.6
9/6/09,744202.1735,52722.21306,91.6
9/7/09,607065.7551,52722.21306,91.6
9/8/09,626346.4328,52722.21306,91.6
9/9/09,638068.7919,52722.21306,91.6
9/10/09,594647.73,52722.21306,91.6
9/11/09,689341.8018,52722.21306,91.6
9/12/09,791407.839,52722.21306,91.6
9/13/09,785516.4926,52722.21306,91.6
9/14/09,605833.3695,52722.21306,91.6
9/15/09,592489.6683,52722.21306,91.6
9/16/09,591664.4367,52722.21306,91.6
9/17/09,599312.3108,52722.21306,91.6
9/18/09,705547.7403,52722.21306,91.6
9/19/09,803878.3444,52722.21306,91.6
9/20/09,804287.0574,52722.21306,91.6
9/21/09,607313.8578,52722.21306,91.6
9/22/09,632906.9421,52722.21306,91.6
9/23/09,614030.794,52722.21306,91.6
9/24/09,629852.3422,52722.21306,91.6
9/25/09,724181.6698,52722.21306,91.6
9/26/09,785044.6404,52722.21306,91.6
9/27/09,751266.8443,52722.21306,91.6
9/28/09,611008.4587,52722.21306,91.6
9/29/09,609134.5917,52722.21306,91.6
9/30/09,572872.4693,52722.21306,91.6
10/1/09,611199.3242,52722.21306,91.2
10/2/09,664748.2738,52722.21306,91.2
10/3/09,774815.2804,52722.21306,91.2
10/4/09,841065.1469,52722.21306,91.2
10/5/09,594266.9864,52722.21306,91.2
10/6/09,591550.959,52722.21306,91.2
10/7/09,610177.1473,52722.21306,91.2
10/8/09,598223.2584,52722.21306,91.2
10/9/09,700497.2404,52722.21306,91.2
10/10/09,804381.7409,52722.21306,91.2
10/11/09,757222.3492,52722.21306,91.2
10/12/09,625455.883,52722.21306,91.2
10/13/09,632084.5957,52722.21306,91.2
10/14/09,622537.9561,52722.21306,91.2
10/15/09,620685.2278,52722.21306,91.2
10/16/09,698396.1802,52722.21306,91.2
10/17/09,824829.897,52722.21306,91.2
10/18/09,801620.1223,52722.21306,91.2
10/19/09,632248.4843,52722.21306,91.2
10/20/09,624849.7596,52722.21306,91.2
10/21/09,628692.6871,52722.21306,91.2
10/22/09,636019.7589,52722.21306,91.2
10/23/09,704991.9939,52722.21306,91.2
10/24/09,818777.0031,52722.21306,91.2
10/25/09,787409.0679,52722.21306,91.2
10/26/09,576253.2642,52722.21306,91.2
10/27/09,609544.503,52722.21306,91.2
10/28/09,582338.8401,52722.21306,91.2
10/29/09,613244.6814,52722.21306,91.2
10/30/09,758618.9291,52722.21306,91.2
10/31/09,836978.1421,52722.21306,91.2
11/1/09,772815.393,52722.21306,91.4
11/2/09,609135.9113,52722.21306,91.4
11/3/09,653720.9145,52722.21306,91.4
11/4/09,644670.7164,52722.21306,91.4
11/5/09,642404.3784,52722.21306,91.4
11/6/09,723711.8585,52722.21306,91.4
11/7/09,857550.0219,52722.21306,91.4
11/8/09,847745.8965,52722.21306,91.4
11/9/09,640638.1006,52722.21306,91.4
11/10/09,622738.9342,52722.21306,91.4
11/11/09,616470.2029,52722.21306,91.4
11/12/09,637763.8455,52722.21306,91.4
11/13/09,784287.3962,52722.21306,91.4
11/14/09,835320.1744,52722.21306,91.4
11/15/09,846066.5127,52722.21306,91.4
11/16/09,630974.3865,52722.21306,91.4
11/17/09,651426.1711,52722.21306,91.4
11/18/09,646837.0317,52722.21306,91.4
11/19/09,662809.8562,52722.21306,91.4
11/20/09,737699.9058,52722.21306,91.4
11/21/09,837279.3091,52722.21306,91.4
11/22/09,878756.2036,52722.21306,91.4
11/23/09,650504.5396,52722.21306,91.4
11/24/09,645109.8675,52722.21306,91.4
11/25/09,630299.3632,52722.21306,91.4
11/26/09,644320.6797,52722.21306,91.4
11/27/09,714860.1495,52722.21306,91.4
11/28/09,875675.2802,52722.21306,91.4
11/29/09,861520.2183,52722.21306,91.4
11/30/09,655296.3575,52722.21306,91.4
12/1/09,688332.0102,52722.21306,91.5
12/2/09,638874.5293,52722.21306,91.5
12/3/09,672736.1808,52722.21306,91.5
12/4/09,768172.2825,52722.21306,91.5
12/5/09,870518.347,52722.21306,91.5
12/6/09,922491.0016,52722.21306,91.5
12/7/09,662021.0924,52722.21306,91.5
12/8/09,707509.1024,52722.21306,91.5
12/9/09,659561.1723,52722.21306,91.5
12/10/09,692258.3384,52722.21306,91.5
12/11/09,774958.4649,52722.21306,91.5
12/12/09,876471.699,52722.21306,91.5
12/13/09,868153.4325,52722.21306,91.5
12/14/09,683388.281,52722.21306,91.5
12/15/09,690169.2271,52722.21306,91.5
12/16/09,679261.9301,52722.21306,91.5
12/17/09,683655.3161,52722.21306,91.5
12/18/09,796628.3482,52722.21306,91.5
12/19/09,920146.4792,52722.21306,91.5
12/20/09,927956.7387,52722.21306,91.5
12/21/09,671698.6786,52722.21306,91.5
12/22/09,675128.7518,52722.21306,91.5
12/23/09,695763.8928,52722.21306,91.5
12/24/09,661369.8943,52722.21306,91.5
12/25/09,919880.8308,52722.21306,91.5
12/26/09,1230663.327,52722.21306,91.5
12/27/09,1786537.131,52722.21306,91.5
12/28/09,1730978.789,52722.21306,91.5
12/29/09,2063454.147,52722.21306,91.5
12/30/09,2051928.649,52722.21306,91.5
12/31/09,1819252.406,52722.21306,91.5
1/1/10,1610046.627,50999.74512,93.1
1/2/10,1378514.179,50999.74512,93.1
1/3/10,1113732.828,50999.74512,93.1
1/4/10,840126.4273,50999.74512,93.1
1/5/10,845582.8328,50999.74512,93.1
1/6/10,849345.316,50999.74512,93.1
1/7/10,833923.2408,50999.74512,93.1
1/8/10,846241.4988,50999.74512,93.1
1/9/10,959370.2958,50999.74512,93.1
1/10/10,925256.6707,50999.74512,93.1
1/11/10,710022.2994,50999.74512,93.1
1/12/10,701363.9526,50999.74512,93.1
1/13/10,702882.6121,50999.74512,93.1
1/14/10,675400.0255,50999.74512,93.1
1/15/10,871630.228,50999.74512,93.1
1/16/10,919076.1745,50999.74512,93.1
1/17/10,879899.9516,50999.74512,93.1
1/18/10,745255.2801,50999.74512,93.1
1/19/10,751824.9665,50999.74512,93.1
1/20/10,737872.1551,50999.74512,93.1
1/21/10,647328.103,50999.74512,93.1
1/22/10,823038.1379,50999.74512,93.1
1/23/10,881281.6033,50999.74512,93.1
1/24/10,926967.737,50999.74512,93.1
1/25/10,694892.0665,50999.74512,93.1
1/26/10,734996.9713,50999.74512,93.1
1/27/10,724311.2898,50999.74512,93.1
1/28/10,714785.9855,50999.74512,93.1
1/29/10,843589.5455,50999.74512,93.1
1/30/10,975942.3603,50999.74512,93.1
1/31/10,922166.5409,50999.74512,93.1
2/1/10,741674.191,50999.74512,92.6
2/2/10,720070.0781,50999.74512,92.6
2/3/10,742780.8861,50999.74512,92.6
2/4/10,738838.9136,50999.74512,92.6
2/5/10,816894.7548,50999.74512,92.6
2/6/10,973598.0992,50999.74512,92.6
2/7/10,906227.7455,50999.74512,92.6
2/8/10,775029.6684,50999.74512,92.6
2/9/10,716088.6579,50999.74512,92.6
2/10/10,720675.1834,50999.74512,92.6
2/11/10,767767.0506,50999.74512,92.6
2/12/10,798779.7764,50999.74512,92.6
2/13/10,933839.9725,50999.74512,92.6
2/14/10,959963.0274,50999.74512,92.6
2/15/10,698712.7114,50999.74512,92.6
2/16/10,708643.0731,50999.74512,92.6
2/17/10,703895.8075,50999.74512,92.6
2/18/10,789007.9757,50999.74512,92.6
2/19/10,829927.7541,50999.74512,92.6
2/20/10,922533.0312,50999.74512,92.6
2/21/10,947308.0478,50999.74512,92.6
2/22/10,727545.5862,50999.74512,92.6
2/23/10,726282.1514,50999.74512,92.6
2/24/10,729379.3202,50999.74512,92.6
2/25/10,716914.938,50999.74512,92.6
2/26/10,860806.9982,50999.74512,92.6
2/27/10,974126.8772,50999.74512,92.6
2/28/10,882097.969,50999.74512,92.6
3/1/10,724319.6957,50999.74512,94.3
3/2/10,782716.9846,50999.74512,94.3
3/3/10,757161.3969,50999.74512,94.3
3/4/10,717143.6776,50999.74512,94.3
3/5/10,876119.1889,50999.74512,94.3
3/6/10,985200.6166,50999.74512,94.3
3/7/10,979127.7174,50999.74512,94.3
3/8/10,737774.9931,50999.74512,94.3
3/9/10,773947.321,50999.74512,94.3
3/10/10,754538.6822,50999.74512,94.3
3/11/10,732033.0477,50999.74512,94.3
3/12/10,834966.5205,50999.74512,94.3
3/13/10,989250.1977,50999.74512,94.3
3/14/10,957271.273,50999.74512,94.3
3/15/10,764296.9237,50999.74512,94.3
3/16/10,743814.9,50999.74512,94.3
3/17/10,795939.4982,50999.74512,94.3
3/18/10,782041.7727,50999.74512,94.3
3/19/10,877940.348,50999.74512,94.3
3/20/10,986941.7773,50999.74512,94.3
3/21/10,968575.0044,50999.74512,94.3
3/22/10,756479.4266,50999.74512,94.3
3/23/10,759520.5849,50999.74512,94.3
3/24/10,737623.3161,50999.74512,94.3
3/25/10,734335.0859,50999.74512,94.3
3/26/10,842703.089,50999.74512,94.3
3/27/10,947716.8117,50999.74512,94.3
3/28/10,953659.4942,50999.74512,94.3
3/29/10,749895.3123,50999.74512,94.3
3/30/10,789994.4392,50999.74512,94.3
3/31/10,740032.4436,50999.74512,94.3
4/1/10,710515.2681,50999.74512,94.8
4/2/10,866623.2173,50999.74512,94.8
4/3/10,963758.5934,50999.74512,94.8
4/4/10,1076935.21,50999.74512,94.8
4/5/10,906449.1342,50999.74512,94.8
4/6/10,985485.4834,50999.74512,94.8
4/7/10,1074437.325,50999.74512,94.8
4/8/10,1115961.737,50999.74512,94.8
4/9/10,1264929.513,50999.74512,94.8
4/10/10,1350851.919,50999.74512,94.8
4/11/10,1237869.241,50999.74512,94.8
4/12/10,805278.8942,50999.74512,94.8
4/13/10,785154.5453,50999.74512,94.8
4/14/10,751880.8355,50999.74512,94.8
4/15/10,721577.9067,50999.74512,94.8
4/16/10,877553.6016,50999.74512,94.8
4/17/10,924172.6897,50999.74512,94.8
4/18/10,916197.2761,50999.74512,94.8
4/19/10,758044.7321,50999.74512,94.8
4/20/10,726789.6372,50999.74512,94.8
4/21/10,730211.7017,50999.74512,94.8
4/22/10,747882.6964,50999.74512,94.8
4/23/10,844837.4957,50999.74512,94.8
4/24/10,985522.4796,50999.74512,94.8
4/25/10,966182.3386,50999.74512,94.8
4/26/10,702289.4922,50999.74512,94.8
4/27/10,713088.8219,50999.74512,94.8
4/28/10,747291.2514,50999.74512,94.8
4/29/10,721345.3767,50999.74512,94.8
4/30/10,888992.4994,50999.74512,94.8
5/1/10,964065.166,50999.74512,96.5
5/2/10,1035497.367,50999.74512,96.5
5/3/10,843609.8052,50999.74512,96.5
5/4/10,879311.8686,50999.74512,96.5
5/5/10,894975.9981,50999.74512,96.5
5/6/10,860816.6296,50999.74512,96.5
5/7/10,984280.0438,50999.74512,96.5
5/8/10,1134559.188,50999.74512,96.5
5/9/10,1145470.026,50999.74512,96.5
5/10/10,915635.9739,50999.74512,96.5
5/11/10,856246.4506,50999.74512,96.5
5/12/10,752682.5443,50999.74512,96.5
5/13/10,783141.0172,50999.74512,96.5
5/14/10,905721.8151,50999.74512,96.5
5/15/10,1001189.356,50999.74512,96.5
5/16/10,1121831.838,50999.74512,96.5
5/17/10,883487.6821,50999.74512,96.5
5/18/10,920262.4083,50999.74512,96.5
5/19/10,840413.3675,50999.74512,96.5
5/20/10,778974.3557,50999.74512,96.5
5/21/10,857872.6728,50999.74512,96.5
5/22/10,974980.7861,50999.74512,96.5
5/23/10,934567.8149,50999.74512,96.5
5/24/10,735504.2848,50999.74512,96.5
5/25/10,850521.249,50999.74512,96.5
5/26/10,920207.8258,50999.74512,96.5
5/27/10,928107.3736,50999.74512,96.5
5/28/10,1113517.619,50999.74512,96.5
5/29/10,1246612.799,50999.74512,96.5
5/30/10,1142709.996,50999.74512,96.5
5/31/10,813020.1126,50999.74512,96.5
6/1/10,765541.8923,50999.74512,96.6
6/2/10,685994.2118,50999.74512,96.6
6/3/10,672440.8309,50999.74512,96.6
6/4/10,816527.75,50999.74512,96.6
6/5/10,919445.443,50999.74512,96.6
6/6/10,937970.1954,50999.74512,96.6
6/7/10,652597.4669,50999.74512,96.6
6/8/10,689504.7896,50999.74512,96.6
6/9/10,698206.6719,50999.74512,96.6
6/10/10,707248.8287,50999.74512,96.6
6/11/10,787906.6869,50999.74512,96.6
6/12/10,910270.6044,50999.74512,96.6
6/13/10,917717.5661,50999.74512,96.6
6/14/10,676220.6404,50999.74512,96.6
6/15/10,707610.0464,50999.74512,96.6
6/16/10,681949.5709,50999.74512,96.6
6/17/10,693974.544,50999.74512,96.6
6/18/10,753649.6653,50999.74512,96.6
6/19/10,891055.7227,50999.74512,96.6
6/20/10,854166.7264,50999.74512,96.6
6/21/10,664299.1901,50999.74512,96.6
6/22/10,671842.0509,50999.74512,96.6
6/23/10,655564.6899,50999.74512,96.6
6/24/10,677997.9638,50999.74512,96.6
6/25/10,812733.4538,50999.74512,96.6
6/26/10,899746.6103,50999.74512,96.6
6/27/10,887506.6315,50999.74512,96.6
6/28/10,690880.5322,50999.74512,96.6
6/29/10,654861.8033,50999.74512,96.6
6/30/10,671454.3508,50999.74512,96.6
7/1/10,645013.7878,50999.74512,96.2
7/2/10,755803.595,50999.74512,96.2
7/3/10,911180.5066,50999.74512,96.2
7/4/10,855919.0278,50999.74512,96.2
7/5/10,691950.5482,50999.74512,96.2
7/6/10,629726.6671,50999.74512,96.2
7/7/10,656046.7808,50999.74512,96.2
7/8/10,640477.3267,50999.74512,96.2
7/9/10,768512.2079,50999.74512,96.2
7/10/10,855864.2518,50999.74512,96.2
7/11/10,899557.893,50999.74512,96.2
7/12/10,661800.5419,50999.74512,96.2
7/13/10,657317.9344,50999.74512,96.2
7/14/10,628057.4825,50999.74512,96.2
7/15/10,640572.3516,50999.74512,96.2
7/16/10,724794.0395,50999.74512,96.2
7/17/10,872679.8174,50999.74512,96.2
7/18/10,823541.1246,50999.74512,96.2
7/19/10,651369.6066,50999.74512,96.2
7/20/10,616605.0471,50999.74512,96.2
7/21/10,655625.2585,50999.74512,96.2
7/22/10,623068.9172,50999.74512,96.2
7/23/10,735715.9968,50999.74512,96.2
7/24/10,782142.7009,50999.74512,96.2
7/25/10,813348.4659,50999.74512,96.2
7/26/10,622947.711,50999.74512,96.2
7/27/10,634902.6631,50999.74512,96.2
7/28/10,608230.9246,50999.74512,96.2
7/29/10,649683.176,50999.74512,96.2
7/30/10,720989.1201,50999.74512,96.2
7/31/10,792422.8436,50999.74512,96.2
8/1/10,824909.3555,50999.74512,97
8/2/10,627415.6165,50999.74512,97
8/3/10,637888.3992,50999.74512,97
8/4/10,650530.9665,50999.74512,97
8/5/10,626119.2722,50999.74512,97
8/6/10,713569.9381,50999.74512,97
8/7/10,882277.4294,50999.74512,97
8/8/10,783356.9351,50999.74512,97
8/9/10,640156.956,50999.74512,97
8/10/10,616561.9402,50999.74512,97
8/11/10,617126.7064,50999.74512,97
8/12/10,656914.3341,50999.74512,97
8/13/10,722486.5321,50999.74512,97
8/14/10,807533.8462,50999.74512,97
8/15/10,829976.9361,50999.74512,97
8/16/10,613080.7251,50999.74512,97
8/17/10,647576.2866,50999.74512,97
8/18/10,630109.2266,50999.74512,97
8/19/10,614654.441,50999.74512,97
8/20/10,700772.537,50999.74512,97
8/21/10,838041.9151,50999.74512,97
8/22/10,783762.5552,50999.74512,97
8/23/10,621412.3628,50999.74512,97
8/24/10,613071.0121,50999.74512,97
8/25/10,642574.3824,50999.74512,97
8/26/10,637137.9519,50999.74512,97
8/27/10,739067.8984,50999.74512,97
8/28/10,772126.4387,50999.74512,97
8/29/10,766135.2369,50999.74512,97
8/30/10,632480.0889,50999.74512,97
8/31/10,641434.6055,50999.74512,97
9/1/10,638233.9885,50999.74512,97.2
9/2/10,640794.2378,50999.74512,97.2
9/3/10,751757.6375,50999.74512,97.2
9/4/10,802567.9134,50999.74512,97.2
9/5/10,767967.9371,50999.74512,97.2
9/6/10,581421.7428,50999.74512,97.2
9/7/10,630904.6434,50999.74512,97.2
9/8/10,643157.7926,50999.74512,97.2
9/9/10,648734.0092,50999.74512,97.2
9/10/10,704641.0157,50999.74512,97.2
9/11/10,763983.98,50999.74512,97.2
9/12/10,802446.5688,50999.74512,97.2
9/13/10,602653.7607,50999.74512,97.2
9/14/10,608431.2918,50999.74512,97.2
9/15/10,647970.0326,50999.74512,97.2
9/16/10,634623.1615,50999.74512,97.2
9/17/10,689186.5342,50999.74512,97.2
9/18/10,805964.8577,50999.74512,97.2
9/19/10,782137.3243,50999.74512,97.2
9/20/10,619118.2666,50999.74512,97.2
9/21/10,634334.2128,50999.74512,97.2
9/22/10,618198.1228,50999.74512,97.2
9/23/10,593174.9375,50999.74512,97.2
9/24/10,697334.7895,50999.74512,97.2
9/25/10,783988.0403,50999.74512,97.2
9/26/10,853454.4663,50999.74512,97.2
9/27/10,622312.4714,50999.74512,97.2
9/28/10,634601.7245,50999.74512,97.2
9/29/10,612441.111,50999.74512,97.2
9/30/10,609679.3509,50999.74512,97.2
10/1/10,726274.7263,50999.74512,98
10/2/10,810065.2159,50999.74512,98
10/3/10,833842.1874,50999.74512,98
10/4/10,651752.5323,50999.74512,98
10/5/10,623513.853,50999.74512,98
10/6/10,639666.1095,50999.74512,98
10/7/10,601087.7064,50999.74512,98
10/8/10,733524.7233,50999.74512,98
10/9/10,871999.0581,50999.74512,98
10/10/10,820004.6723,50999.74512,98
10/11/10,612532.2353,50999.74512,98
10/12/10,627081.2845,50999.74512,98
10/13/10,644120.7676,50999.74512,98
10/14/10,678684.847,50999.74512,98
10/15/10,735034.1852,50999.74512,98
10/16/10,830509.4749,50999.74512,98
10/17/10,798132.2891,50999.74512,98
10/18/10,661511.837,50999.74512,98
10/19/10,659750.0115,50999.74512,98
10/20/10,611613.2102,50999.74512,98
10/21/10,661339.8143,50999.74512,98
10/22/10,709680.1756,50999.74512,98
10/23/10,818682.6047,50999.74512,98
10/24/10,821082.8842,50999.74512,98
10/25/10,681066.2083,50999.74512,98
10/26/10,687062.4538,50999.74512,98
10/27/10,623841.3072,50999.74512,98
10/28/10,618393.7863,50999.74512,98
10/29/10,745779.2599,50999.74512,98
10/30/10,787574.6731,50999.74512,98
10/31/10,895433.91,50999.74512,98
11/1/10,650413.9376,50999.74512,98.9
11/2/10,711079.6953,50999.74512,98.9
11/3/10,649182.9772,50999.74512,98.9
11/4/10,673826.464,50999.74512,98.9
11/5/10,779342.2697,50999.74512,98.9
11/6/10,886010.7766,50999.74512,98.9
11/7/10,845545.1364,50999.74512,98.9
11/8/10,647320.1997,50999.74512,98.9
11/9/10,686414.5942,50999.74512,98.9
11/10/10,698859.8804,50999.74512,98.9
11/11/10,657416.0639,50999.74512,98.9
11/12/10,725897.2476,50999.74512,98.9
11/13/10,906500.2651,50999.74512,98.9
11/14/10,883390.5292,50999.74512,98.9
11/15/10,650467.2167,50999.74512,98.9
11/16/10,687584.2091,50999.74512,98.9
11/17/10,692204.2839,50999.74512,98.9
11/18/10,674148.8366,50999.74512,98.9
11/19/10,787578.9143,50999.74512,98.9
11/20/10,857033.9701,50999.74512,98.9
11/21/10,902281.8421,50999.74512,98.9
11/22/10,686986.5411,50999.74512,98.9
11/23/10,677332.6714,50999.74512,98.9
11/24/10,705599.3901,50999.74512,98.9
11/25/10,717872.5552,50999.74512,98.9
11/26/10,742963.5207,50999.74512,98.9
11/27/10,880591.0578,50999.74512,98.9
11/28/10,949882.9613,50999.74512,98.9
11/29/10,682854.7386,50999.74512,98.9
11/30/10,686122.5349,50999.74512,98.9
12/1/10,734094.9205,50999.74512,99.7
12/2/10,706229.1034,50999.74512,99.7
12/3/10,797577.3817,50999.74512,99.7
12/4/10,870519.0437,50999.74512,99.7
12/5/10,923402.2944,50999.74512,99.7
12/6/10,727272.062,50999.74512,99.7
12/7/10,697359.6072,50999.74512,99.7
12/8/10,733046.7525,50999.74512,99.7
12/9/10,711533.4254,50999.74512,99.7
12/10/10,807658.9512,50999.74512,99.7
12/11/10,903261.1163,50999.74512,99.7
12/12/10,880142.1439,50999.74512,99.7
12/13/10,702226.2136,50999.74512,99.7
12/14/10,731055.3057,50999.74512,99.7
12/15/10,721095.8346,50999.74512,99.7
12/16/10,712042.3761,50999.74512,99.7
12/17/10,867729.3168,50999.74512,99.7
12/18/10,928292.6753,50999.74512,99.7
12/19/10,939712.9751,50999.74512,99.7
12/20/10,764564.025,50999.74512,99.7
12/21/10,706538.0053,50999.74512,99.7
12/22/10,718071.5621,50999.74512,99.7
12/23/10,768129.2582,50999.74512,99.7
12/24/10,818144.9362,50999.74512,99.7
12/25/10,1180521.484,50999.74512,99.7
12/26/10,1323863.707,50999.74512,99.7
12/27/10,1353612.268,50999.74512,99.7
12/28/10,1877426.779,50999.74512,99.7
12/29/10,2137873.821,50999.74512,99.7
12/30/10,2212287.565,50999.74512,99.7
12/31/10,2206964.104,50999.74512,99.7
1/1/11,2015576.686,54230.3129,99.2
1/2/11,1578758.896,54230.3129,99.2
1/3/11,1032912.682,54230.3129,99.2
1/4/11,915856.1084,54230.3129,99.2
1/5/11,951447.3748,54230.3129,99.2
1/6/11,960843.4616,54230.3129,99.2
1/7/11,1105411.823,54230.3129,99.2
1/8/11,1075902.385,54230.3129,99.2
1/9/11,1090040.556,54230.3129,99.2
1/10/11,863835.0345,54230.3129,99.2
1/11/11,803182.4978,54230.3129,99.2
1/12/11,840041.63,54230.3129,99.2
1/13/11,818480.0114,54230.3129,99.2
1/14/11,904908.1984,54230.3129,99.2
1/15/11,1028643.144,54230.3129,99.2
1/16/11,1034202.448,54230.3129,99.2
1/17/11,816417.564,54230.3129,99.2
1/18/11,784566.4496,54230.3129,99.2
1/19/11,794192.9212,54230.3129,99.2
1/20/11,775042.5707,54230.3129,99.2
1/21/11,907966.6719,54230.3129,99.2
1/22/11,1027892.98,54230.3129,99.2
1/23/11,1049936.448,54230.3129,99.2
1/24/11,818037.5631,54230.3129,99.2
1/25/11,842030.5695,54230.3129,99.2
1/26/11,807011.6422,54230.3129,99.2
1/27/11,813135.5851,54230.3129,99.2
1/28/11,917304.3904,54230.3129,99.2
1/29/11,1037186.778,54230.3129,99.2
1/30/11,1111866.505,54230.3129,99.2
1/31/11,831852.6729,54230.3129,99.2
2/1/11,873360.9794,54230.3129,100.1
2/2/11,800863.131,54230.3129,100.1
2/3/11,833913.3265,54230.3129,100.1
2/4/11,999236.0324,54230.3129,100.1
2/5/11,1092714.823,54230.3129,100.1
2/6/11,1122723.834,54230.3129,100.1
2/7/11,826115.1852,54230.3129,100.1
2/8/11,842897.681,54230.3129,100.1
2/9/11,874212.4001,54230.3129,100.1
2/10/11,858209.8062,54230.3129,100.1
2/11/11,991618.4343,54230.3129,100.1
2/12/11,1136690.691,54230.3129,100.1
2/13/11,1119974.946,54230.3129,100.1
2/14/11,880005.7125,54230.3129,100.1
2/15/11,833082.9489,54230.3129,100.1
2/16/11,827709.3495,54230.3129,100.1
2/17/11,831287.5153,54230.3129,100.1
2/18/11,933262.8148,54230.3129,100.1
2/19/11,1118389.486,54230.3129,100.1
2/20/11,1076235.497,54230.3129,100.1
2/21/11,861691.4672,54230.3129,100.1
2/22/11,788202.8692,54230.3129,100.1
2/23/11,890360.2368,54230.3129,100.1
2/24/11,819913.5107,54230.3129,100.1
2/25/11,943805.7069,54230.3129,100.1
2/26/11,1128430.831,54230.3129,100.1
2/27/11,1100157.683,54230.3129,100.1
2/28/11,861214.9599,54230.3129,100.1
3/1/11,852975.5598,54230.3129,100.2
3/2/11,835821.7036,54230.3129,100.2
3/3/11,869731.946,54230.3129,100.2
3/4/11,957400.0999,54230.3129,100.2
3/5/11,1084418.596,54230.3129,100.2
3/6/11,1155691.468,54230.3129,100.2
3/7/11,802682.8979,54230.3129,100.2
3/8/11,849171.3664,54230.3129,100.2
3/9/11,826310.0551,54230.3129,100.2
3/10/11,836881.7287,54230.3129,100.2
3/11/11,950465.7767,54230.3129,100.2
3/12/11,1184743.576,54230.3129,100.2
3/13/11,1125374.724,54230.3129,100.2
3/14/11,868947.8873,54230.3129,100.2
3/15/11,809657.9726,54230.3129,100.2
3/16/11,835212.4571,54230.3129,100.2
3/17/11,873035.148,54230.3129,100.2
3/18/11,963728.57,54230.3129,100.2
3/19/11,1070880.616,54230.3129,100.2
3/20/11,1121870.17,54230.3129,100.2
3/21/11,848381.7939,54230.3129,100.2
3/22/11,842183.6465,54230.3129,100.2
3/23/11,829336.9755,54230.3129,100.2
