y_pred_test,y_true_test,test_mse,test_rmse,test_r2_score,test_explained_variance,test_MAPE,test_sMAPE,base_model_path
714135.7927265264,557562.7365000000,,,,,,,
475989.5485221429,570342.8706000000,,,,,,,
551101.5407196227,543564.5584000000,,,,,,,
608141.3493233037,568463.4018000000,,,,,,,
652563.5872288167,656757.2299000000,,,,,,,
693897.0545798874,763857.1134000000,,,,,,,
725353.6624278392,711828.7696000000,,,,,,,
659558.3687430848,570545.3014000000,,,,,,,
502747.4971507145,547143.1642000000,,,,,,,
544565.1033970779,564128.0169000000,,,,,,,
640186.1256759244,587735.1797000000,,,,,,,
682337.8045882715,662924.0283000000,,,,,,,
706460.5382958947,753595.5566000000,,,,,,,
722194.8860126206,710073.1184000000,,,,,,,
665643.2607940349,586658.7665000000,,,,,,,
525409.0378560347,581008.3415000000,,,,,,,
579815.7927508245,556946.9817000000,,,,,,,
630518.8999054428,553344.1620000000,,,,,,,
646295.7512931589,702564.4658000000,,,,,,,
745475.1284768924,729078.6163000000,,,,,,,
693203.0747647423,757562.5320000000,,,,,,,
703116.4753946202,570858.3774000000,,,,,,,
499164.0064698714,553446.7831999999,,,,,,,
540262.7280786354,599363.0164000000,,,,,,,
664188.4602913153,599006.7653000000,,,,,,,
677515.7942347113,630224.6231000000,,,,,,,
656774.8742930193,727817.7938000000,,,,,,,
683722.3284873415,746713.0054000000,,,,,,,
689638.4976284765,561994.6279000000,,,,,,,
483486.9380574275,578708.3907000000,,,,,,,
559827.1575558293,585743.2347000000,,,,,,,
645137.4350980578,553498.9766000001,,,,,,,
630423.9541240857,715118.0209999999,,,,,,,
743710.5599439945,750462.8574000000,,,,,,,
704252.3785885939,729418.4909000000,,,,,,,
667844.4302298143,589718.0974000000,,,,,,,
516160.1053689816,588560.4738000000,,,,,,,
576605.6347558210,594282.6746000000,,,,,,,
659626.3237119960,571257.2130000000,,,,,,,
656511.5636742585,646856.7912000000,,,,,,,
686951.8545547668,748246.8970000000,,,,,,,
718007.5039403772,738775.8778000000,,,,,,,
694171.7528856755,563321.5098999999,,,,,,,
500344.8522289821,574063.3058000000,,,,,,,
573184.9972958475,590210.8220000000,,,,,,,
672508.6414253280,559772.9299000000,,,,,,,
658025.2694502339,628770.8572000000,,,,,,,
679404.9194039116,697874.1064000000,,,,,,,
678125.1993913839,712374.0704000000,,,,,,,
678281.4937384882,574050.9949000000,,,,,,,
518462.5637496487,577494.1189000000,,,,,,,
576564.5211868859,574842.1480000000,,,,,,,
647469.3324275980,593854.6422000000,,,,,,,
681660.4818175216,685425.7659000000,,,,,,,
721196.9630397331,760625.8469000000,,,,,,,
718969.7149131247,766963.7368000000,,,,,,,
708821.9836332878,566489.0709000000,,,,,,,
490001.9921284618,560548.4335000000,,,,,,,
546402.2808451150,568295.5894000001,,,,,,,
635132.6433099664,586091.4592000000,,,,,,,
669808.3565459168,675149.8442000001,,,,,,,
708116.2738619548,730835.5735000001,,,,,,,
689654.2160255344,778191.1812000000,,,,,,,
723212.6991977284,599708.4735000000,,,,,,,
525898.9373110696,602893.1895000000,,,,,,,
587615.8201543435,597831.6117000000,,,,,,,
663249.3665736510,592704.1300000000,,,,,,,
677958.6592752311,652825.1503000000,,,,,,,
693055.2031680652,800533.4626000000,,,,,,,
768745.0084299986,753134.7031000000,,,,,,,
706107.4860257691,615463.1635000000,,,,,,,
548398.0229028169,546966.7159000000,,,,,,,
545679.7936825424,605789.1642999999,,,,,,,
684712.7531375972,636311.0020000000,,,,,,,
733183.9387057867,666568.2724000000,,,,,,,
709049.6628305122,783920.5607000000,,,,,,,
762039.1942998613,770500.7417000000,,,,,,,
735363.4102881735,584391.0695000000,,,,,,,
528498.9444267999,598966.5560000000,,,,,,,
604656.8064898294,605837.8507000000,,,,,,,
688374.5701488176,614758.9449999999,,,,,,,
711169.0798680522,700980.2303000001,,,,,,,
745558.7331767023,785411.0167000000,,,,,,,
753327.7547712086,795887.3931000000,,,,,,,
746345.6526924242,615094.6266000000,,,,,,,
544604.5369657339,614591.7649000000,,,,,,,
603294.3071481060,595818.6968000000,,,,,,,
663345.5775663716,623344.3624000000,,,,,,,
708259.8132193168,652754.9595000000,,,,,,,
689666.8419676203,798232.8646000000,,,,,,,
760972.7271292416,786956.7526000000,,,,,,,
734439.5696479983,628088.2784000000,,,,,,,
552266.2017823607,615785.3234000000,,,,,,,
601788.9484994846,639103.3269000000,,,,,,,
703694.0269294609,605191.3841000000,,,,,,,
689102.8700215527,695134.0304000000,,,,,,,
732646.2740741426,808785.2099000000,,,,,,,
775441.2332677554,834164.3855000000,,,,,,,
783324.7761879143,586190.5058000000,,,,,,,
516445.3847573674,617100.3791000000,,,,,,,
613238.9611751839,583578.7678000000,,,,,,,
665182.7922653777,636802.4663000000,,,,,,,
735717.5431091411,726680.0215000000,,,,,,,
776131.9096803369,827026.5987000000,,,,,,,
797522.9007098003,828732.3857000000,,,,,,,
782625.4529629438,644662.0019000000,,,,,,,
590408.9786845276,659284.0954000000,,,,,,,
665693.2767233371,636224.9557000000,,,,,,,
720983.1646891425,639992.9165000001,,,,,,,
741938.8242314829,713104.1940000000,,,,,,,
767182.9762992725,822874.2764000000,,,,,,,
801134.1595804555,788378.3510000000,,,,,,,
749846.9445894358,626713.4408000000,,,,,,,
568152.3140961791,634210.3583000000,,,,,,,
636606.1781325444,676715.1015000000,,,,,,,
752770.3790173728,619957.2381000000,,,,,,,
709935.0677098156,685112.2210000000,,,,,,,
727193.2488626556,791247.9462000000,,,,,,,
764370.3935656149,836842.3014999999,,,,,,,
792148.4736934121,664022.2773000000,,,,,,,
594276.2225389101,619529.1500000000,,,,,,,
608298.9948152078,660235.9733000000,,,,,,,
730410.9821050159,647058.7233000000,,,,,,,
736502.0745066295,753360.0320000000,,,,,,,
791865.3285996998,819667.2346000000,,,,,,,
785431.8746460287,839476.3767000000,,,,,,,
790492.4496681903,643421.1200999999,,,,,,,
578175.9877804073,674782.7145000000,,,,,,,
671281.6974320929,647997.4566000000,,,,,,,
725182.7015342959,661513.1714000000,,,,,,,
757203.7231789926,873128.2876000000,,,,,,,
918070.3509579862,1191659.4820000001,,,,,,,
1142440.7578423470,1644660.2379999999,,,,,,,
1531619.1358472174,1597185.4430000000,,,,,,,
1399880.6726307473,1872920.1410000001,,,,,,,
1674556.2105434265,1954906.8670000001,,,,,,,
1796209.4104654130,1759022.9960000000,,,,,,,
1612351.4479504307,1567935.8189999999,,,,,,,
1392906.2522208598,1354147.8890000000,,,,,,,
1158077.8687860570,1207027.7460000000,,,,,,,
1051785.6287618217,842029.0286000000,,,,,,,
714071.6942941285,838800.3386000000,,,,,,,
800718.9700957804,818736.4277999999,,,,,,,
875870.2894690114,857908.9244000000,,,,,,,
931589.2725683152,834343.2024000000,,,,,,,
860077.7032978100,917562.0002000000,,,,,,,
873924.6561906508,913587.7004000000,,,,,,,
863252.6320303708,736689.6482000001,,,,,,,
667037.8201677364,701074.9941000000,,,,,,,
693402.0675859476,685617.3465000000,,,,,,,
760025.5503508311,689176.5643000000,,,,,,,
785400.3991655478,823142.6743000000,,,,,,,
869893.8204775852,909233.8333000001,,,,,,,
877576.0378998880,1007309.6750000000,,,,,,,
952836.2360765187,706565.1240000000,,,,,,,
630409.9291845892,693380.4606000000,,,,,,,
682586.3151548632,700027.8769000000,,,,,,,
781759.0541725333,719164.2769000001,,,,,,,
820128.2873055647,788472.6002000000,,,,,,,
840813.5885258385,909881.9308000000,,,,,,,
888268.1048746257,958013.3039000001,,,,,,,
919148.6302361155,780695.2340000001,,,,,,,
717294.1292192719,706761.8300000000,,,,,,,
704580.3710116053,752218.9129999999,,,,,,,
835099.6247530342,764464.8927000000,,,,,,,
868012.5537458872,855219.5606000000,,,,,,,
905239.3924092624,939495.6729000000,,,,,,,
914096.8973264232,900481.4801000000,,,,,,,
862418.0818363528,729369.0594000000,,,,,,,
675566.5643240529,725836.8924000000,,,,,,,
735556.6756045610,721346.2696999999,,,,,,,
808874.3981989218,741584.1595000000,,,,,,,
845383.6889098028,779739.6663000000,,,,,,,
833682.9494919963,883894.0034000000,,,,,,,
863768.6121469868,903622.1414000000,,,,,,,
868207.3817387328,682805.1786000000,,,,,,,
625291.1339352656,708015.9577000000,,,,,,,
711309.7717026740,735628.5076000000,,,,,,,
817029.1689954689,752218.6780000000,,,,,,,
844688.5599333716,829912.8316000000,,,,,,,
869030.6491766275,960468.6433000000,,,,,,,
922296.2598965751,969974.1622000000,,,,,,,
912397.5100216069,684740.6520000000,,,,,,,
607834.3647010209,695038.5980999999,,,,,,,
688221.1093423113,712515.5296000000,,,,,,,
793506.5779079365,761881.0227000000,,,,,,,
857217.6242058974,805183.9039000000,,,,,,,
848747.6675736357,946810.8284000000,,,,,,,
914998.8545367097,921592.4507000000,,,,,,,
875814.3161760035,713706.8780000000,,,,,,,
649494.0328480718,717816.3321999999,,,,,,,
721514.1413599869,697115.8247999999,,,,,,,
784718.2899720480,724981.7044000000,,,,,,,
832312.9479616551,820599.8838000000,,,,,,,
879618.2416579120,926545.3101999999,,,,,,,
908446.1613375935,877941.3620000000,,,,,,,
844483.4722129990,725951.3557000000,,,,,,,
675219.2042954200,684657.2798000000,,,,,,,
698371.7637863180,677787.9812000000,,,,,,,
771367.7592917491,693369.6936000000,,,,,,,
807247.2648498431,850569.0230000000,,,,,,,
910835.4300879416,913357.9877000001,,,,,,,
891007.0613079945,929684.6992000000,,,,,,,
885260.1688240814,736512.2433000000,,,,,,,
672924.2326868274,754143.5986000000,,,,,,,
749390.1634525843,717744.0096000000,,,,,,,
791599.9860861489,738945.2543000000,,,,,,,
829897.4933513383,816166.9214000000,,,,,,,
858843.4178978746,897033.1261000000,,,,,,,
863645.3707112502,940325.2449000000,,,,,,,
890394.2088712804,745592.2214000000,,,,,,,
673924.7609687268,723138.1907000000,,,,,,,
711312.1422163302,692327.4283000000,,,,,,,
764643.7735203399,746895.6813000001,,,,,,,
840315.8433280372,807013.3044000000,,,,,,,
851608.7486289376,902402.9117000001,,,,,,,
871205.5566417354,946572.7034999999,,,,,,,
901224.8315270846,735299.3056000000,,,,,,,
669480.3499222926,691612.6335000000,,,,,,,
689601.7897059066,720116.2932000000,,,,,,,
804765.2734268261,706797.2675000000,,,,,,,
812755.6041088916,813283.1347000001,,,,,,,
869980.4626737272,964590.5634000000,,,,,,,
945393.1794892437,1023603.8330000000,,,,,,,
980160.3112239848,871546.2024000000,,,,,,,
798208.3627165427,950744.7371000000,,,,,,,
928631.0696864950,1029671.4430000000,,,,,,,
1074357.2714011394,1036664.5890000000,,,,,,,
1080965.5939903008,1247893.9169999999,,,,,,,
1230448.2584244437,1295973.4500000000,,,,,,,
1193127.3249348365,1223307.8430000001,,,,,,,
1098839.7746581142,808687.6870000000,,,,,,,
683237.7189652864,782057.9524000000,,,,,,,
745155.3472402463,748492.3134000000,,,,,,,
813875.1732415252,688966.7193999999,,,,,,,
777999.9987477195,830444.2675000000,,,,,,,
875255.0092080984,877828.1380000000,,,,,,,
848691.9577967285,904548.7050000000,,,,,,,
855942.9908559184,728554.5070000000,,,,,,,
661058.4460950240,738850.7909000000,,,,,,,
728734.2611095473,728344.5223000000,,,,,,,
795918.7615937532,754049.9703000000,,,,,,,
838025.5210795570,800739.0693000000,,,,,,,
836165.0261061185,883069.2670000000,,,,,,,
846074.1448287545,956372.8273000000,,,,,,,
905681.7342699058,720801.2626000000,,,,,,,
648483.6147018620,712947.6978000000,,,,,,,
702161.5958325602,699406.7511000000,,,,,,,
775596.4471969178,753921.3125000000,,,,,,,
849317.1442503744,761429.1152000000,,,,,,,
809214.2447919446,897185.1776000001,,,,,,,
872834.6519608052,945042.6742000000,,,,,,,
907709.2264096071,697230.4745000000,,,,,,,
636807.2342509844,738709.5177000000,,,,,,,
741419.5021571006,719951.4466000000,,,,,,,
806161.5738820700,757546.3064000000,,,,,,,
858855.9271804539,878799.0155000000,,,,,,,
928895.6713882069,1045374.6000000000,,,,,,,
998964.6213528547,1037554.8040000000,,,,,,,
965093.6686015491,832333.5377000000,,,,,,,
734933.5287996780,801810.4681000001,,,,,,,
768938.2629384499,734220.2470000000,,,,,,,
786816.9202587907,737217.5861000000,,,,,,,
814641.8767279058,810904.8506000000,,,,,,,
844191.1188644235,1012968.5730000000,,,,,,,
966728.2139730065,1049971.0850000000,,,,,,,
975823.6690227864,805689.3587000000,,,,,,,
700100.0980488257,866895.4009000000,,,,,,,
821443.3784643945,802831.3000000000,,,,,,,
838103.9285367370,733033.4637000000,,,,,,,
787962.0122483685,803427.8602000000,,,,,,,
821572.6766871391,907619.5908000000,,,,,,,
858233.7008353072,881197.8589000000,,,,,,,
817164.1235633347,734531.0595000000,,,,,,,
651786.3769261569,773024.4216000000,,,,,,,
750417.3728776908,830887.2605000000,,,,,,,
879887.6942433799,906905.8271000000,,,,,,,
963345.6983738168,1069504.9260000000,,,,,,,
1063791.3842484865,1223111.1799999999,,,,,,,
1128624.7661744009,1055880.6890000000,,,,,,,
941197.8193479591,764546.3375000000,,,,,,,
646320.0479477348,694215.7812000000,,,,,,,
666934.5126944347,666272.0381000000,,,,,,,
737214.9689566540,674792.3242000000,,,,,,,
773346.8705488839,812522.7312000000,,,,,,,
863285.2391849377,874058.5013000000,,,,,,,
847074.4311133329,891609.4476000000,,,,,,,
846601.9632501276,652142.0571000000,,,,,,,
591695.1153163731,613990.0618000000,,,,,,,
610289.3286374910,662565.1777999999,,,,,,,
744493.5502747209,676282.4608000000,,,,,,,
773617.3462553750,797382.4197000000,,,,,,,
837932.6439027785,793093.5973000000,,,,,,,
757199.3856661047,873317.8159000000,,,,,,,
822275.1178972344,631337.7422000000,,,,,,,
563346.7487952207,634396.8154000000,,,,,,,
624428.5174474535,634634.4212000000,,,,,,,
707464.1812836770,642173.9719000000,,,,,,,
730488.0871186467,735981.3818000000,,,,,,,
773102.3392932534,808858.5324000000,,,,,,,
769688.8272540690,859867.3852000000,,,,,,,
802774.1585899250,629346.8112999999,,,,,,,
551576.0529561758,671004.8630000000,,,,,,,
652774.5350831937,643058.0134000001,,,,,,,
705963.3624397884,658883.4314999999,,,,,,,
738031.7687227048,692034.5689000000,,,,,,,
726301.0949742516,812829.0898000000,,,,,,,
775950.5882743071,810013.5695000000,,,,,,,
760711.6740760367,661777.6722000000,,,,,,,
591360.8291793063,645743.1655000000,,,,,,,
636542.0106208645,644297.7619000000,,,,,,,
714752.9496737763,606635.2385000000,,,,,,,
699595.5249043377,715883.6322000000,,,,,,,
764471.7905935233,807977.7973000000,,,,,,,
785072.0882432417,793157.2201000000,,,,,,,
754153.6823540640,601568.1739000001,,,,,,,
546419.3949220636,622632.4453000000,,,,,,,
631441.1468693259,627033.4112000000,,,,,,,
714617.9950507440,637030.8526000000,,,,,,,
729933.0257881671,725582.0710000000,,,,,,,
767868.9781515119,790028.6094000000,,,,,,,
757022.7840323306,807961.0279000000,,,,,,,
759389.3095524519,623742.6095000000,,,,,,,
555737.7041488590,629257.7022000001,,,,,,,
619765.7214071889,657691.2840000000,,,,,,,
724547.2060368531,618571.5137000000,,,,,,,
699847.3259444005,720967.7031000000,,,,,,,
752129.8275860435,802412.1512000000,,,,,,,
759993.8561432179,827300.9688000000,,,,,,,
765933.9852537012,651642.6026000000,,,,,,,
568480.8997507219,620917.4767999999,,,,,,,
596846.0366570717,621174.1653000000,,,,,,,
678030.0335619022,572637.9706999999,,,,,,,
651463.0735980882,680898.5757000000,,,,,,,
714502.8884827520,774234.3268000000,,,,,,,
736131.3219925192,849506.7095000000,,,,,,,
791120.6902178789,592085.7019000000,,,,,,,
511748.8201704581,578687.2990999999,,,,,,,
561878.6856811196,599591.8647000000,,,,,,,
670892.9756259096,594761.9537000000,,,,,,,
684957.0347571271,657607.1024000000,,,,,,,
700298.6266994528,807937.6444000000,,,,,,,
778292.8977541483,794343.0530000000,,,,,,,
747804.8304393240,589419.2380000000,,,,,,,
522348.6562419474,562143.5285000000,,,,,,,
562514.0090814237,595604.8785000000,,,,,,,
679789.2671767253,544293.2976000000,,,,,,,
648477.5022054319,680910.9010000000,,,,,,,
736583.0820569452,749104.7574999999,,,,,,,
731563.9040678180,765035.6286000001,,,,,,,
722973.3624326338,601125.3847000001,,,,,,,
539560.5922917807,579927.2896000000,,,,,,,
576988.0597025880,617535.1168000000,,,,,,,
691725.0922201631,594128.5617000000,,,,,,,
684075.2618364595,670849.0068000000,,,,,,,
709596.0460450414,824845.6659000000,,,,,,,
788064.2221451972,798554.4984000000,,,,,,,
740320.6739054472,623290.4040000000,,,,,,,
540863.6314593150,601642.4436000000,,,,,,,
581866.2382033110,596702.5744000000,,,,,,,
656401.4198839598,557499.5996000000,,,,,,,
637536.4029510461,675815.7163000000,,,,,,,
708865.3615315815,755962.6709000000,,,,,,,
715020.5227367705,799074.9685000000,,,,,,,
738315.0341496464,598816.9565000000,,,,,,,
516969.0617387939,609396.2203000000,,,,,,,
586987.4952201894,591818.1496000000,,,,,,,
650916.2200397042,570863.7448000000,,,,,,,
650129.6642166292,648703.4668000001,,,,,,,
684323.1330313912,771373.4837000000,,,,,,,
735556.2985193867,781481.9568000000,,,,,,,
728943.1587670005,596654.8645000000,,,,,,,
523326.5209039496,596742.0665000000,,,,,,,
586240.8166443693,575599.4856000000,,,,,,,
647312.0127319554,562935.7720000000,,,,,,,
656335.2237154355,676010.6849000000,,,,,,,
724102.2039518575,744645.3056000000,,,,,,,
719123.2579599207,768236.6301000000,,,,,,,
726362.4970877825,579952.3749000001,,,,,,,
519842.9075138338,577425.5398000000,,,,,,,
577759.1800995179,572518.3442000001,,,,,,,
653265.8143913241,583602.4799000000,,,,,,,
681788.0869045095,683593.4950999999,,,,,,,
731133.4463279124,797858.6167000000,,,,,,,
766774.1299323710,753059.9080000001,,,,,,,
703078.3245944781,596319.3543000000,,,,,,,
526818.0393740803,554603.9258000000,,,,,,,
548469.4055169733,589498.2006000000,,,,,,,
661181.3315275563,564824.6857000000,,,,,,,
654048.3511119576,675571.9682000000,,,,,,,
712574.8583183982,755997.0755000000,,,,,,,
717570.7741100598,767033.1204000000,,,,,,,
709751.4445250542,570998.3221000000,,,,,,,
494310.4132914169,579128.9824000000,,,,,,,
563421.3819914735,579709.2728000000,,,,,,,
643599.5520947939,600434.4887000000,,,,,,,
680472.5883985537,675320.7517000000,,,,,,,
705533.2190253469,782006.2054000000,,,,,,,
737119.5446216511,774940.9015000000,,,,,,,
715044.5515520178,597133.1483000000,,,,,,,
518686.7423343828,587553.6389000000,,,,,,,
572951.8637045154,606905.7719000001,,,,,,,
673145.4705743766,589216.9754000000,,,,,,,
674731.0471678446,642192.2640000000,,,,,,,
681893.1234795048,725172.1769000000,,,,,,,
697110.2043968311,739419.3787999999,,,,,,,
700197.7979569465,595484.4779000001,,,,,,,
536742.2315292374,564457.0821000000,,,,,,,
565084.3072795290,577262.2296000000,,,,,,,
657068.8158102549,592225.7190000000,,,,,,,
691346.5081191182,665892.5195000001,,,,,,,
722221.8444985171,794656.6807000000,,,,,,,
774439.6269436005,805276.5194000000,,,,,,,
765632.8775914266,613641.0513000001,,,,,,,
549981.1300171972,639297.4681000001,,,,,,,
634886.8954441127,570983.4549000000,,,,,,,
645621.4672302806,623784.8530999999,,,,,,,
716237.0350701086,675006.6292000000,,,,,,,
719726.7529747277,761791.5171000001,,,,,,,
728980.7495594881,769672.7602000000,,,,,,,
722521.6525172200,596044.3945000001,,,,,,,
527848.5792530654,563653.4441000000,,,,,,,
555684.5438617995,588531.9074000000,,,,,,,
660198.9795533860,572504.3216000000,,,,,,,
662490.8181302856,661938.2572000000,,,,,,,
701946.4843647737,805658.9253999999,,,,,,,
770440.4909337568,770756.1294000000,,,,,,,
716316.6840497149,577060.5921000000,,,,,,,
503272.9922946815,609502.3434000000,,,,,,,
601377.5125074619,615580.5298000000,,,,,,,
686086.6519435769,595352.4987000000,,,,,,,
682404.5630347461,726167.2875000000,,,,,,,
765725.6964033843,797917.8739000000,,,,,,,
763425.3350445959,778379.5490999999,,,,,,,
728227.9951329030,639227.7610000001,,,,,,,
573723.4046987746,624827.3434000000,,,,,,,
621090.6325421990,618467.4428000000,,,,,,,
693265.2276755417,596243.3916000000,,,,,,,
692633.8747550710,682977.0827000000,,,,,,,
734064.0064417073,783254.9987000000,,,,,,,
762111.6140663808,805875.5608000000,,,,,,,
767263.3810896198,635040.0466999999,,,,,,,
584575.8787561540,588582.3380000000,,,,,,,
598063.9808368935,624126.6262000001,,,,,,,
713997.5593680853,613385.6102999999,,,,,,,
721224.0193212482,689922.9007999999,,,,,,,
745806.5056973809,840289.4997000000,,,,,,,
819788.3396958858,822542.1268000000,,,,,,,
780656.4431871540,617996.8694000000,,,,,,,
552584.6167170088,623308.2980000000,,,,,,,
621281.4437974909,637483.3638000001,,,,,,,
714247.8857604960,648470.7843000001,,,,,,,
739292.0133526672,742312.8014999999,,,,,,,
780598.4967693398,823966.0516000000,,,,,,,
785582.4747576314,843742.4354000000,,,,,,,
788157.5926327499,610851.1094000000,,,,,,,
537035.4751802877,632041.9667000000,,,,,,,
621923.5916140045,646884.1823000000,,,,,,,
718661.4404767308,674337.5888000000,,,,,,,
760249.2186063754,708834.6973000000,,,,,,,
745243.0683238825,807882.4688000000,,,,,,,
773088.6966353141,830149.7703000000,,,,,,,
784017.6221240367,614502.5593000000,,,,,,,
549704.2422883782,643339.3426000000,,,,,,,
641919.3621607858,649708.2883000000,,,,,,,
729684.6417708367,682651.5102000000,,,,,,,
777638.5685249030,791070.8688000001,,,,,,,
834557.9670456089,819865.9594000001,,,,,,,
787842.7383839359,834742.7007000000,,,,,,,
790987.5269624337,677149.6960999999,,,,,,,
618664.1341946514,637896.6776000001,,,,,,,
639643.9851092160,634731.0218000000,,,,,,,
728028.8053930531,633245.0845000000,,,,,,,
747602.8012854870,772816.9436000000,,,,,,,
835979.3458593363,834043.7165000000,,,,,,,
818196.7158430928,882205.5311000000,,,,,,,
845096.1660884710,665759.5392000000,,,,,,,
607843.3364109304,642904.9826000000,,,,,,,
644647.1805946436,684598.0122999999,,,,,,,
767561.0157989876,675152.6530000000,,,,,,,
772768.8484932334,737887.0850000000,,,,,,,
783151.5379252168,893311.7040000000,,,,,,,
863205.9428201762,902844.5049000001,,,,,,,
851519.9857354532,638706.4549000000,,,,,,,
563999.1800778643,675544.0882999999,,,,,,,
666958.7330286735,664228.6095000000,,,,,,,
739232.8149849590,680500.5661000001,,,,,,,
770315.4916383751,784349.0126000000,,,,,,,
824692.0214929645,858871.7388000001,,,,,,,
823152.8268432488,859666.8909000000,,,,,,,
808923.3414764085,691742.7505000000,,,,,,,
624249.6219582240,651206.6909000000,,,,,,,
647155.9658213775,676831.6730000000,,,,,,,
755271.9411127237,694127.8149999999,,,,,,,
792712.4669883427,750405.1314000000,,,,,,,
799348.1536303433,899141.8367000000,,,,,,,
874359.8988429960,961726.7790000000,,,,,,,
917731.7976221159,945016.0803000000,,,,,,,
866374.7988947885,1312443.7819999999,,,,,,,
1262107.8152150207,1638808.5170000000,,,,,,,
1608439.0396036070,2015749.8049999999,,,,,,,
1926903.4579505832,2364496.9279999998,,,,,,,
2153936.2705588825,2255323.2769999998,,,,,,,
1939569.3565550908,1916273.6480000000,,,,,,,
1591527.5559309635,1092586.0030000000,,,,,,,
821125.9446599467,867193.7359000000,,,,,,,
752954.2973418443,839876.5780000000,,,,,,,
882528.0857641965,898619.0727000000,,,,,,,
977825.6802988787,956466.4708000000,,,,,,,
983529.3658881602,1090149.7720000001,,,,,,,
1036733.8428303602,1044000.1070000000,,,,,,,
973428.7719068880,723994.0584000000,,,,,,,
638486.1067636574,764674.3512000000,,,,,,,
754346.3616321821,743097.6179000000,,,,,,,
820496.6616373144,759895.8606000000,,,,,,,
851652.4642206774,895832.3051000000,,,,,,,
936705.3357734379,960159.5106000000,,,,,,,
921384.5570936973,909019.6159000000,,,,,,,
854243.0740755992,732921.4555000000,,,,,,,
666359.2131493231,710680.5121000001,,,,,,,
711448.1461899736,733803.1999000000,,,,,,,
815602.8109002133,760564.6850000001,,,,,,,
860262.4257939154,874564.8627000001,,,,,,,
921512.8891907977,956544.0339000000,,,,,,,
926251.2624636479,1029658.2990000000,,,,,,,
980718.5001815851,723766.2983000000,,,,,,,
656705.7523353571,798471.5304000000,,,,,,,
796525.1458082651,753975.4274000000,,,,,,,
839183.3020526975,763208.9727000000,,,,,,,
864473.9345229540,916852.7812000000,,,,,,,
971135.1582584691,1000369.5020000000,,,,,,,
974568.8453936827,999964.8547000000,,,,,,,
953431.0896122312,755753.6008000000,,,,,,,
693601.5510517124,763128.4272000000,,,,,,,
775026.3483684902,721815.5634000000,,,,,,,
819138.2234144519,736166.3602000000,,,,,,,
852851.1253651348,954275.6178000000,,,,,,,
1018455.1101526689,1055065.3640000001,,,,,,,
1030001.8754688022,980347.1270000000,,,,,,,
927959.1867264890,798673.2965000001,,,,,,,
731493.0153183260,784985.8465000000,,,,,,,
784962.3122969186,748999.8786000001,,,,,,,
829258.4993096387,796639.0092000000,,,,,,,
895593.1951404980,870613.8184000000,,,,,,,
918789.3045673169,1050017.0519999999,,,,,,,
1015989.6088813849,968391.5088000000,,,,,,,
913760.0520959774,787183.9949000000,,,,,,,
712322.1746657558,761733.3641000000,,,,,,,
756466.3954495254,784071.0092000000,,,,,,,
859603.7641828433,812196.0934000000,,,,,,,
905008.5509981569,907848.4605000000,,,,,,,
947762.2301714700,1003097.6010000000,,,,,,,
966137.2017904316,1047801.9650000000,,,,,,,
993276.3427601230,756207.4975000001,,,,,,,
684104.9607104787,793675.5675000000,,,,,,,
789330.8597183984,822437.8474000000,,,,,,,
904650.1378395904,769195.4902000000,,,,,,,
867001.4257596930,848718.8198000001,,,,,,,
901982.6490036844,978560.7123000000,,,,,,,
962944.5730534208,988491.4126000000,,,,,,,
955106.4435341727,748064.3412000000,,,,,,,
694803.8514329921,780882.3394000001,,,,,,,
793447.5929388421,826912.0932000000,,,,,,,
918923.1733056088,779242.7111000000,,,,,,,
882880.6617244829,932845.2602000000,,,,,,,
984185.1931480715,1027322.2050000000,,,,,,,
1001013.3508173166,1030343.7850000000,,,,,,,
980076.5021347125,767293.6366000000,,,,,,,
698953.2432552511,750979.9492000000,,,,,,,
750223.4886830136,793109.1095000000,,,,,,,
877169.1431890097,791825.1842000000,,,,,,,
889688.3610865384,913676.6293000000,,,,,,,
956302.1076048880,966906.5563000001,,,,,,,
932272.0420245480,1012005.1150000000,,,,,,,
958920.8872323440,776828.3370000001,,,,,,,
705538.4609702303,792138.6019000000,,,,,,,
782349.7386197442,723778.7385000000,,,,,,,
799460.2707231664,752277.4807000000,,,,,,,
849704.5061888173,858332.8236999999,,,,,,,
910564.9201231170,993386.5142000000,,,,,,,
966247.8403726235,974485.9362000000,,,,,,,
927722.0292998442,776220.5945000000,,,,,,,
710428.2696102695,767142.5842000000,,,,,,,
768230.1761646108,757842.9613000000,,,,,,,
842753.1121727844,781650.5768000000,,,,,,,
886783.9648470201,884843.0067000000,,,,,,,
941026.7613113017,951091.4825000000,,,,,,,
931803.0834762979,1022372.3950000000,,,,,,,
986539.2531004039,744388.2708000001,,,,,,,
690324.2428060393,815944.5797000000,,,,,,,
823923.8769540992,777762.5855000000,,,,,,,
869375.4051617015,746044.2870000000,,,,,,,
853786.3067424505,930664.0291000000,,,,,,,
988130.7902414922,952937.9728000000,,,,,,,
932184.7556272311,1016893.9640000000,,,,,,,
974263.9782357321,772823.3020000000,,,,,,,
712961.0208796319,785345.6035000000,,,,,,,
785156.6063670950,833964.7420000000,,,,,,,
914213.0552550189,778901.5035000000,,,,,,,
871796.8953481425,853812.2789000000,,,,,,,
897251.6061620860,993843.5912000000,,,,,,,
965257.6414927228,1019276.2709999999,,,,,,,
968773.0527873985,787811.7504000000,,,,,,,
